"X" "Y"
"68" -44.0570663636364 -20.6780366666667
"69" -44.0177881818182 -20.6780366666667
"70" -43.97851 -20.6780366666667
"71" -43.9392318181818 -20.6780366666667
"72" -43.8999536363636 -20.6780366666667
"73" -43.8606754545455 -20.6780366666667
"74" -43.8213972727273 -20.6780366666667
"75" -43.7821190909091 -20.6780366666667
"76" -43.7428409090909 -20.6780366666667
"77" -43.7035627272727 -20.6780366666667
"78" -43.6642845454545 -20.6780366666667
"79" -43.6250063636364 -20.6780366666667
"80" -43.5857281818182 -20.6780366666667
"81" -43.54645 -20.6780366666667
"82" -43.5071718181818 -20.6780366666667
"83" -43.4678936363636 -20.6780366666667
"84" -44.3320136363636 -20.6354442424242
"85" -44.2927354545455 -20.6354442424242
"86" -44.2534572727273 -20.6354442424242
"87" -44.2141790909091 -20.6354442424242
"88" -44.1749009090909 -20.6354442424242
"89" -44.1356227272727 -20.6354442424242
"90" -44.0963445454545 -20.6354442424242
"91" -44.0570663636364 -20.6354442424242
"92" -44.0177881818182 -20.6354442424242
"93" -43.97851 -20.6354442424242
"94" -43.9392318181818 -20.6354442424242
"95" -43.8999536363636 -20.6354442424242
"96" -43.8606754545455 -20.6354442424242
"97" -43.8213972727273 -20.6354442424242
"98" -43.7821190909091 -20.6354442424242
"99" -43.7428409090909 -20.6354442424242
"100" -43.7035627272727 -20.6354442424242
"101" -43.6642845454545 -20.6354442424242
"102" -43.6250063636364 -20.6354442424242
"103" -43.5857281818182 -20.6354442424242
"104" -43.54645 -20.6354442424242
"105" -43.5071718181818 -20.6354442424242
"106" -43.4678936363636 -20.6354442424242
"107" -44.2927354545455 -20.5928518181818
"108" -44.2534572727273 -20.5928518181818
"109" -44.2141790909091 -20.5928518181818
"110" -44.1749009090909 -20.5928518181818
"111" -44.1356227272727 -20.5928518181818
"112" -44.0963445454545 -20.5928518181818
"113" -44.0570663636364 -20.5928518181818
"114" -44.0177881818182 -20.5928518181818
"115" -43.97851 -20.5928518181818
"116" -43.9392318181818 -20.5928518181818
"117" -43.8999536363636 -20.5928518181818
"118" -43.8606754545455 -20.5928518181818
"119" -43.8213972727273 -20.5928518181818
"120" -43.7821190909091 -20.5928518181818
"121" -43.7428409090909 -20.5928518181818
"122" -43.7035627272727 -20.5928518181818
"123" -43.6642845454545 -20.5928518181818
"124" -43.6250063636364 -20.5928518181818
"125" -43.5857281818182 -20.5928518181818
"126" -43.54645 -20.5928518181818
"127" -43.5071718181818 -20.5928518181818
"128" -43.4678936363636 -20.5928518181818
"129" -44.3320136363636 -20.5502593939394
"130" -44.2927354545455 -20.5502593939394
"131" -44.2534572727273 -20.5502593939394
"132" -44.2141790909091 -20.5502593939394
"133" -44.1749009090909 -20.5502593939394
"134" -44.1356227272727 -20.5502593939394
"135" -44.0963445454545 -20.5502593939394
"136" -44.0570663636364 -20.5502593939394
"137" -44.0177881818182 -20.5502593939394
"138" -43.97851 -20.5502593939394
"139" -43.9392318181818 -20.5502593939394
"140" -43.8999536363636 -20.5502593939394
"141" -43.8606754545455 -20.5502593939394
"142" -43.8213972727273 -20.5502593939394
"143" -43.7821190909091 -20.5502593939394
"144" -43.7428409090909 -20.5502593939394
"145" -43.7035627272727 -20.5502593939394
"146" -43.6642845454545 -20.5502593939394
"147" -43.6250063636364 -20.5502593939394
"148" -43.5857281818182 -20.5502593939394
"149" -43.54645 -20.5502593939394
"150" -43.5071718181818 -20.5502593939394
"151" -43.4678936363636 -20.5502593939394
"152" -43.4286154545455 -20.5502593939394
"153" -44.2927354545455 -20.507666969697
"154" -44.2534572727273 -20.507666969697
"155" -44.2141790909091 -20.507666969697
"156" -44.1749009090909 -20.507666969697
"157" -44.1356227272727 -20.507666969697
"158" -44.0963445454545 -20.507666969697
"159" -44.0570663636364 -20.507666969697
"160" -44.0177881818182 -20.507666969697
"161" -43.97851 -20.507666969697
"162" -43.9392318181818 -20.507666969697
"163" -43.8999536363636 -20.507666969697
"164" -43.8606754545455 -20.507666969697
"165" -43.8213972727273 -20.507666969697
"166" -43.7821190909091 -20.507666969697
"167" -43.7428409090909 -20.507666969697
"168" -43.7035627272727 -20.507666969697
"169" -43.6642845454545 -20.507666969697
"170" -43.6250063636364 -20.507666969697
"171" -43.5857281818182 -20.507666969697
"172" -43.54645 -20.507666969697
"173" -43.5071718181818 -20.507666969697
"174" -43.4678936363636 -20.507666969697
"175" -43.4286154545455 -20.507666969697
"176" -43.3893372727273 -20.507666969697
"177" -43.3500590909091 -20.507666969697
"178" -43.3107809090909 -20.507666969697
"179" -43.2322245454545 -20.507666969697
"180" -43.1929463636364 -20.507666969697
"181" -43.1536681818182 -20.507666969697
"182" -44.5284045454545 -20.4650745454545
"183" -44.3712918181818 -20.4650745454545
"184" -44.3320136363636 -20.4650745454545
"185" -44.2927354545455 -20.4650745454545
"186" -44.2534572727273 -20.4650745454545
"187" -44.2141790909091 -20.4650745454545
"188" -44.1749009090909 -20.4650745454545
"189" -44.1356227272727 -20.4650745454545
"190" -44.0963445454545 -20.4650745454545
"191" -44.0570663636364 -20.4650745454545
"192" -44.0177881818182 -20.4650745454545
"193" -43.97851 -20.4650745454545
"194" -43.9392318181818 -20.4650745454545
"195" -43.8999536363636 -20.4650745454545
"196" -43.8606754545455 -20.4650745454545
"197" -43.8213972727273 -20.4650745454545
"198" -43.7821190909091 -20.4650745454545
"199" -43.7428409090909 -20.4650745454545
"200" -43.7035627272727 -20.4650745454545
"201" -43.6642845454545 -20.4650745454545
"202" -43.6250063636364 -20.4650745454545
"203" -43.5857281818182 -20.4650745454545
"204" -43.54645 -20.4650745454545
"205" -43.5071718181818 -20.4650745454545
"206" -43.4678936363636 -20.4650745454545
"207" -43.4286154545455 -20.4650745454545
"208" -43.3893372727273 -20.4650745454545
"209" -43.3500590909091 -20.4650745454545
"210" -43.3107809090909 -20.4650745454545
"211" -43.2715027272727 -20.4650745454545
"212" -43.2322245454545 -20.4650745454545
"213" -43.1929463636364 -20.4650745454545
"214" -43.1536681818182 -20.4650745454545
"215" -43.11439 -20.4650745454545
"216" -43.0751118181818 -20.4650745454545
"217" -44.6069609090909 -20.4224821212121
"218" -44.5676827272727 -20.4224821212121
"219" -44.5284045454545 -20.4224821212121
"220" -44.4891263636364 -20.4224821212121
"221" -44.4498481818182 -20.4224821212121
"222" -44.41057 -20.4224821212121
"223" -44.3712918181818 -20.4224821212121
"224" -44.3320136363636 -20.4224821212121
"225" -44.2927354545455 -20.4224821212121
"226" -44.2534572727273 -20.4224821212121
"227" -44.2141790909091 -20.4224821212121
"228" -44.1749009090909 -20.4224821212121
"229" -44.1356227272727 -20.4224821212121
"230" -44.0963445454545 -20.4224821212121
"231" -44.0570663636364 -20.4224821212121
"232" -44.0177881818182 -20.4224821212121
"233" -43.97851 -20.4224821212121
"234" -43.9392318181818 -20.4224821212121
"235" -43.8999536363636 -20.4224821212121
"236" -43.8606754545455 -20.4224821212121
"237" -43.8213972727273 -20.4224821212121
"238" -43.7821190909091 -20.4224821212121
"239" -43.7428409090909 -20.4224821212121
"240" -43.7035627272727 -20.4224821212121
"241" -43.6642845454545 -20.4224821212121
"242" -43.6250063636364 -20.4224821212121
"243" -43.5857281818182 -20.4224821212121
"244" -43.54645 -20.4224821212121
"245" -43.5071718181818 -20.4224821212121
"246" -43.4678936363636 -20.4224821212121
"247" -43.4286154545455 -20.4224821212121
"248" -43.3893372727273 -20.4224821212121
"249" -43.3500590909091 -20.4224821212121
"250" -43.3107809090909 -20.4224821212121
"251" -43.2715027272727 -20.4224821212121
"252" -43.2322245454545 -20.4224821212121
"253" -43.1929463636364 -20.4224821212121
"254" -43.1536681818182 -20.4224821212121
"255" -44.6069609090909 -20.3798896969697
"256" -44.5676827272727 -20.3798896969697
"257" -44.5284045454545 -20.3798896969697
"258" -44.4891263636364 -20.3798896969697
"259" -44.4498481818182 -20.3798896969697
"260" -44.41057 -20.3798896969697
"261" -44.3712918181818 -20.3798896969697
"262" -44.3320136363636 -20.3798896969697
"263" -44.2927354545455 -20.3798896969697
"264" -44.2534572727273 -20.3798896969697
"265" -44.2141790909091 -20.3798896969697
"266" -44.1749009090909 -20.3798896969697
"267" -44.1356227272727 -20.3798896969697
"268" -44.0963445454545 -20.3798896969697
"269" -44.0570663636364 -20.3798896969697
"270" -44.0177881818182 -20.3798896969697
"271" -43.97851 -20.3798896969697
"272" -43.9392318181818 -20.3798896969697
"273" -43.8999536363636 -20.3798896969697
"274" -43.8606754545455 -20.3798896969697
"275" -43.8213972727273 -20.3798896969697
"276" -43.7821190909091 -20.3798896969697
"277" -43.7428409090909 -20.3798896969697
"278" -43.7035627272727 -20.3798896969697
"279" -43.6642845454545 -20.3798896969697
"280" -43.6250063636364 -20.3798896969697
"281" -43.5857281818182 -20.3798896969697
"282" -43.54645 -20.3798896969697
"283" -43.5071718181818 -20.3798896969697
"284" -43.4678936363636 -20.3798896969697
"285" -43.4286154545455 -20.3798896969697
"286" -43.3893372727273 -20.3798896969697
"287" -43.3500590909091 -20.3798896969697
"288" -43.3107809090909 -20.3798896969697
"289" -43.2715027272727 -20.3798896969697
"290" -43.2322245454545 -20.3798896969697
"291" -43.1929463636364 -20.3798896969697
"292" -44.6462390909091 -20.3372972727273
"293" -44.6069609090909 -20.3372972727273
"294" -44.5676827272727 -20.3372972727273
"295" -44.5284045454545 -20.3372972727273
"296" -44.4891263636364 -20.3372972727273
"297" -44.4498481818182 -20.3372972727273
"298" -44.41057 -20.3372972727273
"299" -44.3712918181818 -20.3372972727273
"300" -44.3320136363636 -20.3372972727273
"301" -44.2927354545455 -20.3372972727273
"302" -44.2534572727273 -20.3372972727273
"303" -44.2141790909091 -20.3372972727273
"304" -44.1749009090909 -20.3372972727273
"305" -44.1356227272727 -20.3372972727273
"306" -44.0963445454545 -20.3372972727273
"307" -44.0570663636364 -20.3372972727273
"308" -44.0177881818182 -20.3372972727273
"309" -43.97851 -20.3372972727273
"310" -43.9392318181818 -20.3372972727273
"311" -43.8999536363636 -20.3372972727273
"312" -43.8606754545455 -20.3372972727273
"313" -43.8213972727273 -20.3372972727273
"314" -43.7821190909091 -20.3372972727273
"315" -43.7428409090909 -20.3372972727273
"316" -43.7035627272727 -20.3372972727273
"317" -43.6642845454545 -20.3372972727273
"318" -43.6250063636364 -20.3372972727273
"319" -43.5857281818182 -20.3372972727273
"320" -43.54645 -20.3372972727273
"321" -43.5071718181818 -20.3372972727273
"322" -43.4678936363636 -20.3372972727273
"323" -43.4286154545455 -20.3372972727273
"324" -43.3893372727273 -20.3372972727273
"325" -43.3500590909091 -20.3372972727273
"326" -43.3107809090909 -20.3372972727273
"327" -43.2715027272727 -20.3372972727273
"328" -43.2322245454545 -20.3372972727273
"329" -43.1929463636364 -20.3372972727273
"330" -43.1536681818182 -20.3372972727273
"331" -44.5676827272727 -20.2947048484849
"332" -44.5284045454545 -20.2947048484849
"333" -44.4891263636364 -20.2947048484849
"334" -44.4498481818182 -20.2947048484849
"335" -44.41057 -20.2947048484849
"336" -44.3712918181818 -20.2947048484849
"337" -44.3320136363636 -20.2947048484849
"338" -44.2927354545455 -20.2947048484849
"339" -44.2534572727273 -20.2947048484849
"340" -44.2141790909091 -20.2947048484849
"341" -44.1749009090909 -20.2947048484849
"342" -44.1356227272727 -20.2947048484849
"343" -44.0963445454545 -20.2947048484849
"344" -44.0570663636364 -20.2947048484849
"345" -44.0177881818182 -20.2947048484849
"346" -43.97851 -20.2947048484849
"347" -43.9392318181818 -20.2947048484849
"348" -43.8999536363636 -20.2947048484849
"349" -43.8606754545455 -20.2947048484849
"350" -43.8213972727273 -20.2947048484849
"351" -43.7821190909091 -20.2947048484849
"352" -43.7428409090909 -20.2947048484849
"353" -43.7035627272727 -20.2947048484849
"354" -43.6642845454545 -20.2947048484849
"355" -43.6250063636364 -20.2947048484849
"356" -43.5857281818182 -20.2947048484849
"357" -43.54645 -20.2947048484849
"358" -43.5071718181818 -20.2947048484849
"359" -43.4678936363636 -20.2947048484849
"360" -43.4286154545455 -20.2947048484849
"361" -43.3893372727273 -20.2947048484849
"362" -43.3500590909091 -20.2947048484849
"363" -43.3107809090909 -20.2947048484849
"364" -43.2715027272727 -20.2947048484849
"365" -43.2322245454545 -20.2947048484849
"366" -43.1929463636364 -20.2947048484849
"367" -44.5284045454545 -20.2521124242424
"368" -44.4891263636364 -20.2521124242424
"369" -44.4498481818182 -20.2521124242424
"370" -44.41057 -20.2521124242424
"371" -44.3712918181818 -20.2521124242424
"372" -44.3320136363636 -20.2521124242424
"373" -44.2927354545455 -20.2521124242424
"374" -44.2534572727273 -20.2521124242424
"375" -44.2141790909091 -20.2521124242424
"376" -44.1749009090909 -20.2521124242424
"377" -44.1356227272727 -20.2521124242424
"378" -44.0963445454545 -20.2521124242424
"379" -44.0570663636364 -20.2521124242424
"380" -44.0177881818182 -20.2521124242424
"381" -43.97851 -20.2521124242424
"382" -43.9392318181818 -20.2521124242424
"383" -43.8999536363636 -20.2521124242424
"384" -43.8606754545455 -20.2521124242424
"385" -43.8213972727273 -20.2521124242424
"386" -43.7821190909091 -20.2521124242424
"387" -43.7428409090909 -20.2521124242424
"388" -43.7035627272727 -20.2521124242424
"389" -43.6642845454545 -20.2521124242424
"390" -43.6250063636364 -20.2521124242424
"391" -43.5857281818182 -20.2521124242424
"392" -43.54645 -20.2521124242424
"393" -43.5071718181818 -20.2521124242424
"394" -43.4678936363636 -20.2521124242424
"395" -43.4286154545455 -20.2521124242424
"396" -43.3893372727273 -20.2521124242424
"397" -43.3500590909091 -20.2521124242424
"398" -43.3107809090909 -20.2521124242424
"399" -43.2715027272727 -20.2521124242424
"400" -43.2322245454545 -20.2521124242424
"401" -43.1929463636364 -20.2521124242424
"402" -44.5284045454545 -20.20952
"403" -44.4891263636364 -20.20952
"404" -44.4498481818182 -20.20952
"405" -44.41057 -20.20952
"406" -44.3712918181818 -20.20952
"407" -44.3320136363636 -20.20952
"408" -44.2927354545455 -20.20952
"409" -44.2534572727273 -20.20952
"410" -44.2141790909091 -20.20952
"411" -44.1749009090909 -20.20952
"412" -44.1356227272727 -20.20952
"413" -44.0963445454545 -20.20952
"414" -44.0570663636364 -20.20952
"415" -44.0177881818182 -20.20952
"416" -43.97851 -20.20952
"417" -43.9392318181818 -20.20952
"418" -43.8999536363636 -20.20952
"419" -43.8606754545455 -20.20952
"420" -43.8213972727273 -20.20952
"421" -43.7821190909091 -20.20952
"422" -43.7428409090909 -20.20952
"423" -43.7035627272727 -20.20952
"424" -43.6642845454545 -20.20952
"425" -43.6250063636364 -20.20952
"426" -43.5857281818182 -20.20952
"427" -43.54645 -20.20952
"428" -43.5071718181818 -20.20952
"429" -43.4678936363636 -20.20952
"430" -43.4286154545455 -20.20952
"431" -43.3893372727273 -20.20952
"432" -43.3500590909091 -20.20952
"433" -43.3107809090909 -20.20952
"434" -43.2715027272727 -20.20952
"435" -43.2322245454545 -20.20952
"436" -43.1929463636364 -20.20952
"437" -44.5284045454545 -20.1669275757576
"438" -44.4891263636364 -20.1669275757576
"439" -44.4498481818182 -20.1669275757576
"440" -44.41057 -20.1669275757576
"441" -44.3712918181818 -20.1669275757576
"442" -44.3320136363636 -20.1669275757576
"443" -44.2927354545455 -20.1669275757576
"444" -44.2534572727273 -20.1669275757576
"445" -44.2141790909091 -20.1669275757576
"446" -44.1749009090909 -20.1669275757576
"447" -44.1356227272727 -20.1669275757576
"448" -44.0963445454545 -20.1669275757576
"449" -44.0570663636364 -20.1669275757576
"450" -44.0177881818182 -20.1669275757576
"451" -43.97851 -20.1669275757576
"452" -43.9392318181818 -20.1669275757576
"453" -43.8999536363636 -20.1669275757576
"454" -43.8606754545455 -20.1669275757576
"455" -43.8213972727273 -20.1669275757576
"456" -43.7821190909091 -20.1669275757576
"457" -43.7428409090909 -20.1669275757576
"458" -43.7035627272727 -20.1669275757576
"459" -43.6642845454545 -20.1669275757576
"460" -43.6250063636364 -20.1669275757576
"461" -43.5857281818182 -20.1669275757576
"462" -43.54645 -20.1669275757576
"463" -43.5071718181818 -20.1669275757576
"464" -43.4678936363636 -20.1669275757576
"465" -43.4286154545455 -20.1669275757576
"466" -43.3893372727273 -20.1669275757576
"467" -43.3500590909091 -20.1669275757576
"468" -43.3107809090909 -20.1669275757576
"469" -43.2715027272727 -20.1669275757576
"470" -43.2322245454545 -20.1669275757576
"471" -43.1929463636364 -20.1669275757576
"472" -43.1536681818182 -20.1669275757576
"473" -43.11439 -20.1669275757576
"474" -43.0751118181818 -20.1669275757576
"475" -43.0358336363636 -20.1669275757576
"476" -44.4498481818182 -20.1243351515152
"477" -44.41057 -20.1243351515152
"478" -44.3712918181818 -20.1243351515152
"479" -44.3320136363636 -20.1243351515152
"480" -44.2927354545455 -20.1243351515152
"481" -44.2534572727273 -20.1243351515152
"482" -44.2141790909091 -20.1243351515152
"483" -44.1749009090909 -20.1243351515152
"484" -44.1356227272727 -20.1243351515152
"485" -44.0963445454545 -20.1243351515152
"486" -44.0570663636364 -20.1243351515152
"487" -44.0177881818182 -20.1243351515152
"488" -43.97851 -20.1243351515152
"489" -43.9392318181818 -20.1243351515152
"490" -43.8999536363636 -20.1243351515152
"491" -43.8606754545455 -20.1243351515152
"492" -43.8213972727273 -20.1243351515152
"493" -43.7821190909091 -20.1243351515152
"494" -43.7428409090909 -20.1243351515152
"495" -43.7035627272727 -20.1243351515152
"496" -43.6642845454545 -20.1243351515152
"497" -43.6250063636364 -20.1243351515152
"498" -43.5857281818182 -20.1243351515152
"499" -43.54645 -20.1243351515152
"500" -43.5071718181818 -20.1243351515152
"501" -43.4678936363636 -20.1243351515152
"502" -43.4286154545455 -20.1243351515152
"503" -43.3893372727273 -20.1243351515152
"504" -43.3500590909091 -20.1243351515152
"505" -43.3107809090909 -20.1243351515152
"506" -43.2715027272727 -20.1243351515152
"507" -43.2322245454545 -20.1243351515152
"508" -43.1929463636364 -20.1243351515152
"509" -43.1536681818182 -20.1243351515152
"510" -43.11439 -20.1243351515152
"511" -43.0751118181818 -20.1243351515152
"512" -43.0358336363636 -20.1243351515152
"513" -42.9965554545455 -20.1243351515152
"514" -44.4498481818182 -20.0817427272727
"515" -44.41057 -20.0817427272727
"516" -44.3712918181818 -20.0817427272727
"517" -44.3320136363636 -20.0817427272727
"518" -44.2927354545455 -20.0817427272727
"519" -44.2534572727273 -20.0817427272727
"520" -44.2141790909091 -20.0817427272727
"521" -44.1749009090909 -20.0817427272727
"522" -44.1356227272727 -20.0817427272727
"523" -44.0963445454545 -20.0817427272727
"524" -44.0570663636364 -20.0817427272727
"525" -44.0177881818182 -20.0817427272727
"526" -43.97851 -20.0817427272727
"527" -43.9392318181818 -20.0817427272727
"528" -43.8999536363636 -20.0817427272727
"529" -43.8606754545455 -20.0817427272727
"530" -43.8213972727273 -20.0817427272727
"531" -43.7821190909091 -20.0817427272727
"532" -43.7428409090909 -20.0817427272727
"533" -43.7035627272727 -20.0817427272727
"534" -43.6642845454545 -20.0817427272727
"535" -43.6250063636364 -20.0817427272727
"536" -43.5857281818182 -20.0817427272727
"537" -43.54645 -20.0817427272727
"538" -43.5071718181818 -20.0817427272727
"539" -43.4678936363636 -20.0817427272727
"540" -43.4286154545455 -20.0817427272727
"541" -43.3893372727273 -20.0817427272727
"542" -43.3500590909091 -20.0817427272727
"543" -43.3107809090909 -20.0817427272727
"544" -43.2715027272727 -20.0817427272727
"545" -43.2322245454545 -20.0817427272727
"546" -43.1929463636364 -20.0817427272727
"547" -43.1536681818182 -20.0817427272727
"548" -43.11439 -20.0817427272727
"549" -43.0751118181818 -20.0817427272727
"550" -43.0358336363636 -20.0817427272727
"551" -42.9965554545455 -20.0817427272727
"552" -44.4891263636364 -20.0391503030303
"553" -44.4498481818182 -20.0391503030303
"554" -44.41057 -20.0391503030303
"555" -44.3712918181818 -20.0391503030303
"556" -44.3320136363636 -20.0391503030303
"557" -44.2927354545455 -20.0391503030303
"558" -44.2534572727273 -20.0391503030303
"559" -44.2141790909091 -20.0391503030303
"560" -44.1749009090909 -20.0391503030303
"561" -44.1356227272727 -20.0391503030303
"562" -44.0963445454545 -20.0391503030303
"563" -44.0570663636364 -20.0391503030303
"564" -44.0177881818182 -20.0391503030303
"565" -43.97851 -20.0391503030303
"566" -43.9392318181818 -20.0391503030303
"567" -43.8999536363636 -20.0391503030303
"568" -43.8606754545455 -20.0391503030303
"569" -43.8213972727273 -20.0391503030303
"570" -43.7821190909091 -20.0391503030303
"571" -43.7428409090909 -20.0391503030303
"572" -43.7035627272727 -20.0391503030303
"573" -43.6642845454545 -20.0391503030303
"574" -43.6250063636364 -20.0391503030303
"575" -43.5857281818182 -20.0391503030303
"576" -43.54645 -20.0391503030303
"577" -43.5071718181818 -20.0391503030303
"578" -43.4678936363636 -20.0391503030303
"579" -43.4286154545455 -20.0391503030303
"580" -43.3893372727273 -20.0391503030303
"581" -43.3500590909091 -20.0391503030303
"582" -43.3107809090909 -20.0391503030303
"583" -43.2715027272727 -20.0391503030303
"584" -43.2322245454545 -20.0391503030303
"585" -43.1929463636364 -20.0391503030303
"586" -43.1536681818182 -20.0391503030303
"587" -43.11439 -20.0391503030303
"588" -43.0751118181818 -20.0391503030303
"589" -43.0358336363636 -20.0391503030303
"590" -42.9965554545455 -20.0391503030303
"591" -42.9572772727273 -20.0391503030303
"592" -42.9179990909091 -20.0391503030303
"593" -44.4891263636364 -19.9965578787879
"594" -44.4498481818182 -19.9965578787879
"595" -44.41057 -19.9965578787879
"596" -44.3712918181818 -19.9965578787879
"597" -44.3320136363636 -19.9965578787879
"598" -44.2927354545455 -19.9965578787879
"599" -44.2534572727273 -19.9965578787879
"600" -44.2141790909091 -19.9965578787879
"601" -44.1749009090909 -19.9965578787879
"602" -44.1356227272727 -19.9965578787879
"603" -44.0963445454545 -19.9965578787879
"604" -44.0570663636364 -19.9965578787879
"605" -44.0177881818182 -19.9965578787879
"606" -43.97851 -19.9965578787879
"607" -43.9392318181818 -19.9965578787879
"608" -43.8999536363636 -19.9965578787879
"609" -43.8606754545455 -19.9965578787879
"610" -43.8213972727273 -19.9965578787879
"611" -43.7821190909091 -19.9965578787879
"612" -43.7428409090909 -19.9965578787879
"613" -43.7035627272727 -19.9965578787879
"614" -43.6642845454545 -19.9965578787879
"615" -43.6250063636364 -19.9965578787879
"616" -43.5857281818182 -19.9965578787879
"617" -43.54645 -19.9965578787879
"618" -43.5071718181818 -19.9965578787879
"619" -43.4678936363636 -19.9965578787879
"620" -43.4286154545455 -19.9965578787879
"621" -43.3893372727273 -19.9965578787879
"622" -43.3500590909091 -19.9965578787879
"623" -43.3107809090909 -19.9965578787879
"624" -43.2715027272727 -19.9965578787879
"625" -43.2322245454545 -19.9965578787879
"626" -43.1929463636364 -19.9965578787879
"627" -43.1536681818182 -19.9965578787879
"628" -43.11439 -19.9965578787879
"629" -43.0751118181818 -19.9965578787879
"630" -43.0358336363636 -19.9965578787879
"631" -42.9965554545455 -19.9965578787879
"632" -42.9572772727273 -19.9965578787879
"633" -42.9179990909091 -19.9965578787879
"634" -42.8787209090909 -19.9965578787879
"635" -42.8394427272727 -19.9965578787879
"636" -42.8001645454545 -19.9965578787879
"637" -42.7608863636364 -19.9965578787879
"638" -42.7216081818182 -19.9965578787879
"639" -44.5676827272727 -19.9539654545455
"640" -44.5284045454545 -19.9539654545455
"641" -44.4891263636364 -19.9539654545455
"642" -44.4498481818182 -19.9539654545455
"643" -44.41057 -19.9539654545455
"644" -44.3712918181818 -19.9539654545455
"645" -44.3320136363636 -19.9539654545455
"646" -44.2927354545455 -19.9539654545455
"647" -44.2534572727273 -19.9539654545455
"648" -44.2141790909091 -19.9539654545455
"649" -44.1749009090909 -19.9539654545455
"650" -44.1356227272727 -19.9539654545455
"651" -44.0963445454545 -19.9539654545455
"652" -44.0570663636364 -19.9539654545455
"653" -44.0177881818182 -19.9539654545455
"654" -43.97851 -19.9539654545455
"655" -43.9392318181818 -19.9539654545455
"656" -43.8999536363636 -19.9539654545455
"657" -43.8606754545455 -19.9539654545455
"658" -43.8213972727273 -19.9539654545455
"659" -43.7821190909091 -19.9539654545455
"660" -43.7428409090909 -19.9539654545455
"661" -43.7035627272727 -19.9539654545455
"662" -43.6642845454545 -19.9539654545455
"663" -43.6250063636364 -19.9539654545455
"664" -43.5857281818182 -19.9539654545455
"665" -43.54645 -19.9539654545455
"666" -43.5071718181818 -19.9539654545455
"667" -43.4678936363636 -19.9539654545455
"668" -43.4286154545455 -19.9539654545455
"669" -43.3893372727273 -19.9539654545455
"670" -43.3500590909091 -19.9539654545455
"671" -43.3107809090909 -19.9539654545455
"672" -43.2715027272727 -19.9539654545455
"673" -43.2322245454545 -19.9539654545455
"674" -43.1929463636364 -19.9539654545455
"675" -43.1536681818182 -19.9539654545455
"676" -43.11439 -19.9539654545455
"677" -43.0751118181818 -19.9539654545455
"678" -43.0358336363636 -19.9539654545455
"679" -42.9965554545455 -19.9539654545455
"680" -42.9572772727273 -19.9539654545455
"681" -42.9179990909091 -19.9539654545455
